locale,segment_hash,source_text,translated_text,occurrences,sample_locations
it-CH,fe45a5f22f24a30257c8ae581161ea16092f94dba473129d5b189526a451def6,Solve for x: 5x + 2 = 22,Solve for x: 5x + 2 = 22,1,KS4_merged_deduped.jsonl:ks4_linear_solve_1502:question
it-CH,80a668bad50e501d14a3ae5e9d00f7a9b7050ee6411c2db0db1fec41c862e205,Solve for x: 5x + 2 = 7,Solve for x: 5x + 2 = 7,1,KS4_merged_deduped.jsonl:ks4_linear_equations_hard_909f110a41:question
it-CH,42b7c619da05c43e36d5f2fd1ae8e69255dc2e6f36ea5a11b9bfa8414908177e,Solve for x: 5x + 20 = -10,Solve for x: 5x + 20 = -10,1,KS4_merged_deduped.jsonl:ks4_linear_solve_3323:question
it-CH,30ff4afa8c5e9d1a6f058d99c83c95e1c87c4771a72f25c0b9bc84b6d308e9f5,Solve for x: 5x + 20 = -20,Solve for x: 5x + 20 = -20,1,KS4_merged_deduped.jsonl:ks4_linear_equations_hard_d19e25d15c:question
it-CH,84b3000f5040cc238e6de156248bf765e51f2c41dcd5632f8015d0db153f77b9,Solve for x: 5x + 20 = -35,Solve for x: 5x + 20 = -35,1,KS4_merged_deduped.jsonl:ks4_linear_solve_3698:question
it-CH,7e75bf664cab3d301f4a6bc2fa84be56de6c86f1d88e2d4f4da38dcf222104e8,Solve for x: 5x + 20 = 0,Solve for x: 5x + 20 = 0,1,KS4_merged_deduped.jsonl:ks4_linear_equations_hard_91f5e49501:question
it-CH,59bc87319f1607ec07bc694bc634fc98152c1f4846ca21204bdee0cf0034766c,Solve for x: 5x + 20 = 15 + 6x,Solve for x: 5x + 20 = 15 + 6x,1,KS4_merged_deduped.jsonl:ks4_linear_equations_hard_0cbdeaee27:question
it-CH,1808e80a34533f95b09cd7c4e4b5a1a22735ee4ba42fad3fa81a71d960cd5cbb,Solve for x: 5x + 20 = 25,Solve for x: 5x + 20 = 25,1,KS4_merged_deduped.jsonl:ks4_linear_solve_4311:question
it-CH,a66376f9c34bdffbac51fab49d63834611947c4a0e99fa9f1cb6ae4bdc11d0c5,Solve for x: 5x + 20 = 45,Solve for x: 5x + 20 = 45,1,KS4_merged_deduped.jsonl:ks4_linear_solve_2034:question
it-CH,11d1f771f4041fb5b63079f3e8c58a18bd4587beebe395201253c01620ba71a3,Solve for x: 5x + 20 = 70,Solve for x: 5x + 20 = 70,1,KS4_merged_deduped.jsonl:ks4_linear_solve_1095:question
it-CH,519ad768c517405bc2726336c51ec847cab5c04497608d3bb79da1a8a0716468,Solve for x: 5x + 20 = 92 - 3x,Solve for x: 5x + 20 = 92 - 3x,1,KS4_merged_deduped.jsonl:ks4_linear_equations_hard_fbb718fb20:question
it-CH,3308da52b932f9e5bfc144a0c24facaaf37f70b95f61aed5bc6e84603537f9d1,Solve for x: 5x + 21 = -4,Solve for x: 5x + 21 = -4,1,KS4_merged_deduped.jsonl:ks4_linear_equations_hard_67fd7fccc3:question
it-CH,bbb3a6b12db9acf365341f851cb32f7792e67cb311023eb9248be79ae4a0d0e3,Solve for x: 5x + 21 = 16,Solve for x: 5x + 21 = 16,1,KS4_merged_deduped.jsonl:ks4_linear_equations_hard_0d91b575ee:question
it-CH,ac38f4e23810c76f8a214b1b33e331e65c8160e742c3b034c0c719ee0778e3ce,Solve for x: 5x + 22 = -18,Solve for x: 5x + 22 = -18,1,KS4_merged_deduped.jsonl:ks4_linear_equations_hard_6a86f7eced:question
it-CH,0586ced1804bc052f2abae6c2d1636df166bdf092e8de511726f8f6da872a43b,Solve for x: 5x + 22 = 32,Solve for x: 5x + 22 = 32,1,KS4_merged_deduped.jsonl:ks4_linear_equations_hard_a492c86207:question
it-CH,6052c1688a9d0951cf5798cedad0472abafbfa0987f1bb92a75fc706d919842e,Solve for x: 5x + 22 = 67,Solve for x: 5x + 22 = 67,1,KS4_merged_deduped.jsonl:ks4_linear_equations_hard_f2b2fd3a3b:question
it-CH,a4c7971c2070d04718ec97fceb794416e5adf492e08dbc748993cff83804969d,Solve for x: 5x + 22 = 77,Solve for x: 5x + 22 = 77,1,KS4_merged_deduped.jsonl:ks4_linear_equations_hard_8bcc32bd08:question
it-CH,d1ce2d49bf9fc1a4dad4099d0d1b8ddbde61a17e1081d6e1c1ba4373a6b932d5,Solve for x: 5x + 23 = -17,Solve for x: 5x + 23 = -17,1,KS4_merged_deduped.jsonl:ks4_linear_equations_hard_1f6aa5c0de:question
it-CH,743df7109fe959bf4051455e6ad35f7255559480e55ad1cdfbd35004b50578cd,Solve for x: 5x + 23 = -2,Solve for x: 5x + 23 = -2,1,KS4_merged_deduped.jsonl:ks4_linear_equations_hard_28a2aff227:question
it-CH,42db9b1c6973b60874fe4a452e58fb48bf2665a1c62908c7447ee0998e67e1c4,Solve for x: 5x + 23 = 43,Solve for x: 5x + 23 = 43,1,KS4_merged_deduped.jsonl:ks4_linear_equations_hard_12ec0ed07e:question
it-CH,ea760da966f187bf090cc62cf03ae8bf687402d393b167b522b5a79d5027083f,Solve for x: 5x + 23 = 68,Solve for x: 5x + 23 = 68,1,KS4_merged_deduped.jsonl:ks4_linear_equations_hard_24578326b8:question
it-CH,be4b8e8762e0e2a206beb3508ada6f890b6cf492c22df7da0890b5f5241c34b1,Solve for x: 5x + 24 = -11,Solve for x: 5x + 24 = -11,1,KS4_merged_deduped.jsonl:ks4_linear_equations_hard_7264647f3f:question
it-CH,0bb1dad30e241609c0274005195b042968d6585ef987c3db00cacc8b6d364d28,Solve for x: 5x + 26 = -9,Solve for x: 5x + 26 = -9,1,KS4_merged_deduped.jsonl:ks4_linear_equations_hard_6f8867a1ad:question
it-CH,5e34eafea62c2f64e7ef7eefe9e8603e5afd5b6bab963953f2a8b5e7d41454dc,Solve for x: 5x + 27 = -28,Solve for x: 5x + 27 = -28,1,KS4_merged_deduped.jsonl:ks4_linear_equations_hard_c4bde0d474:question
it-CH,f70715d4c58aeccb7ff029d6c4828dab5bc5170841cf0a168528f405154d75c3,Solve for x: 5x + 27 = 52,Solve for x: 5x + 27 = 52,1,KS4_merged_deduped.jsonl:ks4_linear_equations_hard_741244573d:question
it-CH,c625d1f465b9127e86d708c2eebd1832d695004f88d383b4eee937d4d2e4d827,Solve for x: 5x + 29 = 69,Solve for x: 5x + 29 = 69,1,KS4_merged_deduped.jsonl:ks4_linear_equations_hard_f306684eb5:question
it-CH,93009fd8e6f1e8ccb983840043b69c88f4ec8b36b71d7d57c4ba59fdb4df62b0,Solve for x: 5x + 3 = -12 + 0x,Solve for x: 5x + 3 = -12 + 0x,1,KS4_merged_deduped.jsonl:ks4_linear_equations_hard_27cac767d7:question
it-CH,1f3296f0184a320a36dfa72badef7192ea700cfa4a3b204b5f6188acbd0e0255,Solve for x: 5x + 3 = -32,Solve for x: 5x + 3 = -32,1,KS4_merged_deduped.jsonl:ks4_linear_solve_2022:question
it-CH,c50ea577a51ec535c2707440910c7e26da97a3703311fc0b064a242ae2817dc1,Solve for x: 5x + 3 = -7,Solve for x: 5x + 3 = -7,1,KS4_merged_deduped.jsonl:ks4_linear_solve_1634:question
it-CH,ae1212e647db716d0bf975c46d3417f19b24af59846add63348ecb8532a0842f,Solve for x: 5x + 3 = 63,Solve for x: 5x + 3 = 63,3,KS4_merged_deduped.jsonl:ks4_linear_equations_hard_f849cef1fb:question | KS4_merged_deduped.jsonl:ks4_linear_solve_1049:question | KS4_merged_deduped.jsonl:ks4_linear_solve_4444:question
it-CH,2a74de9a81dc4458045fcfa5b60e231433504ca53d47f84706bd9901167ea240,Solve for x: 5x + 30 = 10,Solve for x: 5x + 30 = 10,1,KS4_merged_deduped.jsonl:ks4_linear_equations_hard_493206d696:question
it-CH,8e1291fcfde269de59c6bf0af05582c92c67c4cb50d400aaa1918f0f2cde1e37,Solve for x: 5x + 4 = -1,Solve for x: 5x + 4 = -1,1,KS4_merged_deduped.jsonl:ks4_linear_equations_hard_e2eb7431bc:question
it-CH,262e488fe8c41b3920f4c464b7f7c565df3cc0504533d1d86076ee4819e4d4ad,Solve for x: 5x + 4 = -16,Solve for x: 5x + 4 = -16,1,KS4_merged_deduped.jsonl:ks4_linear_solve_4221:question
it-CH,d165917dcd9cc49e74c88843c0ac7b1244afeb0ee810ce928780602f9b4824c0,Solve for x: 5x + 4 = -26,Solve for x: 5x + 4 = -26,1,KS4_merged_deduped.jsonl:ks4_linear_solve_4256:question
it-CH,a8556f68afdf53fb8f80d8a7440da5b789752d320074b74a51db131c0ec2921c,Solve for x: 5x + 4 = -4 + 4x,Solve for x: 5x + 4 = -4 + 4x,1,KS4_merged_deduped.jsonl:ks4_linear_equations_hard_e67bcd1b0d:question
it-CH,b819ca9865e0ddfe5a59a6ec5e427bb6b2162fb3ed53ce0cdccf6b177b068243,Solve for x: 5x + 4 = -51,Solve for x: 5x + 4 = -51,1,KS4_merged_deduped.jsonl:ks4_linear_equations_hard_0ca46d3039:question
it-CH,85a31bef5ae528a9c972ea5ca8db4402143510a7791ae1d98f28a0a5d040ff8e,Solve for x: 5x + 4 = 14,Solve for x: 5x + 4 = 14,1,KS4_merged_deduped.jsonl:ks4_linear_solve_1985:question
it-CH,5afe14be5e8eb4411bdec613c0344274b2b10b459366f2a0f3f42e9b67a8e439,Solve for x: 5x + 4 = 29,Solve for x: 5x + 4 = 29,1,KS4_merged_deduped.jsonl:ks4_linear_solve_1251:question
it-CH,74d18db767f950185315750407b7a6ce2fd7d68117e7614add99454d7648ef8c,Solve for x: 5x + 4 = 34,Solve for x: 5x + 4 = 34,1,KS4_merged_deduped.jsonl:ks4_linear_solve_3107:question
it-CH,48973fe49329e94188eabc7fc77ac51d99a16f3c3c4cf581762f091f380d564b,Solve for x: 5x + 4 = 44,Solve for x: 5x + 4 = 44,1,KS4_merged_deduped.jsonl:ks4_linear_solve_4655:question
it-CH,d8501487898fbf3bb210ff996d29b90ad3e62aa89e489bfb0e9eacdc3e5dbf8f,Solve for x: 5x + 4 = 49,Solve for x: 5x + 4 = 49,1,KS4_merged_deduped.jsonl:ks4_linear_solve_3902:question
it-CH,efc2c0dc3dd787435bd861359e7b73e3f770c706da9c49eb306a8d7530673cc4,Solve for x: 5x + 4 = 64,Solve for x: 5x + 4 = 64,1,KS4_merged_deduped.jsonl:ks4_linear_solve_1019:question
it-CH,71c696f888d32c92bff6e51d612032158302f0b26919d38f5d8b1e49a26a136d,Solve for x: 5x + 5 = -11 + 1x,Solve for x: 5x + 5 = -11 + 1x,1,KS4_merged_deduped.jsonl:ks4_linear_equations_hard_8b30c2c720:question
it-CH,16778482aaf107fbe63ea5301536b1706499708b52b268f273d5be06ce19f95b,Solve for x: 5x + 5 = -30,Solve for x: 5x + 5 = -30,1,KS4_merged_deduped.jsonl:ks4_linear_solve_104:question
it-CH,29e385ac314023d89aeb8a99b5bdc3efac36ea4b6e6999d2566a62e98d3970cb,Solve for x: 5x + 5 = -45,Solve for x: 5x + 5 = -45,1,KS4_merged_deduped.jsonl:ks4_linear_equations_hard_ce88f2f3a5:question
it-CH,0da204b737d84cc666434dea43e42e0e409180ac158b07a5ccdf5b61be06277b,Solve for x: 5x + 5 = -50,Solve for x: 5x + 5 = -50,1,KS4_merged_deduped.jsonl:ks4_linear_solve_1758:question
it-CH,629e324a682dce6ace36f13b30e8fddb4bd468ab0d5c944770b8dfcc59c81109,Solve for x: 5x + 5 = 15,Solve for x: 5x + 5 = 15,1,KS4_merged_deduped.jsonl:ks4_linear_solve_1679:question
it-CH,3cc65f163e1dd8ee7ee16733dce4746a03e4c1378ccb0bf2481199905687bfac,Solve for x: 5x + 5 = 25,Solve for x: 5x + 5 = 25,1,KS4_merged_deduped.jsonl:ks4_linear_solve_3490:question
it-CH,c99fa11b58eef506a274c2981f5633fc0a9de2e09850723b99282c62bc96781a,Solve for x: 5x + 5 = 5 - 6x,Solve for x: 5x + 5 = 5 - 6x,1,KS4_merged_deduped.jsonl:ks4_linear_equations_hard_464c87a258:question
it-CH,3b763728888a304e1634eec870a919a03f44951514084c6e16ca593c0185556c,Solve for x: 5x + 5 = 75 - 2x,Solve for x: 5x + 5 = 75 - 2x,1,KS4_merged_deduped.jsonl:ks4_linear_equations_hard_dd0d7537e5:question
it-CH,bafec50a01ef65dc19a07687b60cfbddf563496aab3c2ba970f37649c762cfb1,Solve for x: 5x + 6 = -19,Solve for x: 5x + 6 = -19,1,KS4_merged_deduped.jsonl:ks4_linear_solve_2665:question
it-CH,3f43797d49daee6dd32d6412cc518493ddc3244c4987953b2f5a91d4d426752b,Solve for x: 5x + 6 = -2 + 1x,Solve for x: 5x + 6 = -2 + 1x,1,KS4_merged_deduped.jsonl:ks4_linear_equations_hard_a730a996fe:question
it-CH,52ffaf292c4592fbe594047d23d6be8f4465d2b90e6c4cd828977bf071e31859,Solve for x: 5x + 6 = -27 - 6x,Solve for x: 5x + 6 = -27 - 6x,1,KS4_merged_deduped.jsonl:ks4_linear_equations_hard_1c19de0ec0:question
it-CH,f649bec39420deda7618eaa36db8f079252bee71de132d54ab3d19da4a28e56e,Solve for x: 5x + 6 = -30 + 1x,Solve for x: 5x + 6 = -30 + 1x,1,KS4_merged_deduped.jsonl:ks4_linear_equations_hard_c1013ee550:question
it-CH,1457d8700d85bab398d7a5fb5cf3a3401b56192a72f4baf89a3eb568bc5c3a22,Solve for x: 5x + 6 = -54,Solve for x: 5x + 6 = -54,1,KS4_merged_deduped.jsonl:ks4_linear_solve_3808:question
it-CH,4a82e7656aef2f88eaa848f2fa284fb6a36b9d8cab9eb057f563901aea13c903,Solve for x: 5x + 6 = 27 - 2x,Solve for x: 5x + 6 = 27 - 2x,1,KS4_merged_deduped.jsonl:ks4_linear_equations_hard_d08344b748:question
it-CH,e426d59d9309f418d505482e24de55d89a7f2b3ded7d6914dd643938bd43c73c,Solve for x: 5x + 6 = 66,Solve for x: 5x + 6 = 66,1,KS4_merged_deduped.jsonl:ks4_linear_solve_3735:question
it-CH,7a185e9adcc86d182834a1ebba306912ca019745ea7f6628b3144a379b67a699,Solve for x: 5x + 7 = -38,Solve for x: 5x + 7 = -38,1,KS4_merged_deduped.jsonl:ks4_linear_solve_4681:question
it-CH,57918320da885d563573f6a8976da25b99c54a0bd36aa746d208b743ec478ad9,Solve for x: 5x + 7 = 27,Solve for x: 5x + 7 = 27,1,KS4_merged_deduped.jsonl:ks4_linear_equations_hard_e2eaada79b:question
it-CH,3dee2ed33dc71741990650ac614e785f3b5db7dad02800d8f198f42a71cd5406,Solve for x: 5x + 7 = 47 + 1x,Solve for x: 5x + 7 = 47 + 1x,1,KS4_merged_deduped.jsonl:ks4_linear_equations_hard_acfb3898ea:question
it-CH,317da6b0f904160d836eff540d6e428f3a58dd0705d1d27ab5fd547b285f5dda,Solve for x: 5x + 8 = -22,Solve for x: 5x + 8 = -22,1,KS4_merged_deduped.jsonl:ks4_linear_solve_252:question
it-CH,d4dc60b4e1c5cd65616f34b383269895ad820bd8e6e857fbfe5c8a05049386dd,Solve for x: 5x + 8 = -27,Solve for x: 5x + 8 = -27,1,KS4_merged_deduped.jsonl:ks4_linear_solve_3722:question
it-CH,271c697a8c78ee4f4237b4b4fdfae51fb8d744c2ecb9d7930f066d1c59b15ba7,Solve for x: 5x + 8 = -37,Solve for x: 5x + 8 = -37,1,KS4_merged_deduped.jsonl:ks4_linear_solve_987:question
it-CH,41f353139f46085be4958c91567f31edfb58d6f00f2d5bc6ddd48dffad996c73,Solve for x: 5x + 8 = -47,Solve for x: 5x + 8 = -47,1,KS4_merged_deduped.jsonl:ks4_linear_solve_231:question
it-CH,8d8a611ed24048a31f006935e6ecc95fb9f35ec4bb14fc86a7bc97dce5cd421f,Solve for x: 5x + 8 = 18,Solve for x: 5x + 8 = 18,1,KS4_merged_deduped.jsonl:ks4_linear_solve_4157:question
it-CH,e7cbe907febf6ba09f02911b5af4467e0e760ecd5218f770c66e10ed62d3cef4,Solve for x: 5x + 9 = -1,Solve for x: 5x + 9 = -1,1,KS4_merged_deduped.jsonl:ks4_linear_solve_3239:question
it-CH,f26342d76afe876db26e2a0ef19be926b2ad5d78a92087d03a1b43db91680463,Solve for x: 5x + 9 = -16,Solve for x: 5x + 9 = -16,1,KS4_merged_deduped.jsonl:ks4_linear_equations_hard_4a6cf932e1:question
it-CH,f518ca1d1de0b1b42ceb6450918805df19bcf12c06ff1445e94d36b68b0f2ddb,Solve for x: 5x + 9 = -36,Solve for x: 5x + 9 = -36,1,KS4_merged_deduped.jsonl:ks4_linear_equations_hard_05a5d7261a:question
it-CH,5bf8275941ea741e1c4ace5f4b5441ff3d2b10ff769c0f21e4eecd54db2156ab,Solve for x: 5x + 9 = 29,Solve for x: 5x + 9 = 29,1,KS4_merged_deduped.jsonl:ks4_linear_equations_hard_dd91ef06f4:question
it-CH,fbfde93850fec3e053da428f582355f617620f245676aa2b1d1ecb697fe78072,Solve for x: 5x + 9 = 69,Solve for x: 5x + 9 = 69,1,KS4_merged_deduped.jsonl:ks4_linear_solve_307:question
it-CH,de5e944e84e442a3b7eabce2dcc169e52e08084a518544b4c29ce732c962c4cf,Solve for x: 5x + 9 = 9,Solve for x: 5x + 9 = 9,1,KS4_merged_deduped.jsonl:ks4_linear_solve_3676:question
it-CH,87800316ac35fad1de67b5f3fb62af731290885da89ca240f3ab58f8ec36f1ae,Solve for x: 5x +0 = -10,Solve for x: 5x +0 = -10,1,KS3_bank_ok_10000.jsonl:ks3_linear_equations_basic_e0d7f78f2e:stem
it-CH,473fddb2c6042178af0e44c613dcd70b0d93ecd68e3ef04802047f3f08c0ad5c,Solve for x: 5x +0 = -15,Solve for x: 5x +0 = -15,2,KS3_bank_ok_10000.jsonl:ks3_linear_equations_basic_84425d3778:stem | KS3_bank_ok_10000.jsonl:ks3_linear_equations_basic_043129cc7a:stem
it-CH,ae4cad918fc1d2d162c4c838dc41847659daed23e589f7a3af5555083aabd2a4,Solve for x: 5x +0 = -20,Solve for x: 5x +0 = -20,2,KS3_bank_ok_10000.jsonl:ks3_linear_equations_basic_86624b31f9:stem | KS3_bank_ok_10000.jsonl:ks3_linear_equations_basic_f89eef1181:stem
it-CH,50e23594e43c8a8574e350784b94e63178ec36a4977734a58edea0f911fe688a,Solve for x: 5x +0 = -25,Solve for x: 5x +0 = -25,1,KS3_bank_ok_10000.jsonl:ks3_linear_equations_basic_ba24fb86ac:stem
it-CH,fea57000ec3c492e82460e9d064a6d54445945845dfafa5098d233627edf76d3,Solve for x: 5x +0 = -40,Solve for x: 5x +0 = -40,1,KS3_bank_ok_10000.jsonl:ks3_linear_equations_basic_1b3ca4731b:stem
it-CH,b5969f1cc89f1ad1a39f1fa698ea99a17da6d8a477806a568946a52ea6cef121,Solve for x: 5x +0 = 10,Solve for x: 5x +0 = 10,1,KS3_bank_ok_10000.jsonl:ks3_linear_equations_basic_bca067ee70:stem
it-CH,0e710fe301299995e8c23982213d561c6d4e9f183b8de01eb2e946e14af41247,Solve for x: 5x +0 = 15,Solve for x: 5x +0 = 15,1,KS3_bank_ok_10000.jsonl:ks3_linear_equations_basic_98bc8bf55e:stem
it-CH,4431d752fae78bb35b22130d178de2636491b0fa66d12756c52a9af0337fb7bc,Solve for x: 5x +0 = 25,Solve for x: 5x +0 = 25,1,KS3_bank_ok_10000.jsonl:ks3_linear_equations_basic_562ffa42d2:stem
it-CH,c62f18c061f296f9b103d61edf35b273ef16dd5f4e47a29b032d093d34aca364,Solve for x: 5x +0 = 30,Solve for x: 5x +0 = 30,1,KS3_bank_ok_10000.jsonl:ks3_linear_equations_basic_169c24f05c:stem
it-CH,67f7b62cb8132fe90838855fe952334a6250fe547e326f69fe01380d4b7d8c8c,Solve for x: 5x +0 = 35,Solve for x: 5x +0 = 35,1,KS3_bank_ok_10000.jsonl:ks3_linear_equations_basic_af6c157cbb:stem
it-CH,5f4ed13cf84183baf217dcf69857ec3cf1b2bede03e50a48f150aa7337c9d8c9,Solve for x: 5x +0 = 40,Solve for x: 5x +0 = 40,1,KS3_bank_ok_10000.jsonl:ks3_linear_equations_basic_251bc7df34:stem
it-CH,a1ca1d52812a91ca08172f54a702c9449137d02b922e68a7fe162c5481ca02e3,Solve for x: 5x +0 = 45,Solve for x: 5x +0 = 45,1,KS3_bank_ok_10000.jsonl:ks3_linear_equations_basic_2381127a0c:stem
it-CH,9faf615e33578b33ebc46572e861da2f170d200005a9d034abd10766c4be199b,Solve for x: 5x +0 = 5,Solve for x: 5x +0 = 5,1,KS3_bank_ok_10000.jsonl:ks3_linear_equations_basic_3fda361802:stem
it-CH,f9076dd334dd2a4cf14794e65b50f93ce7966668e6a3657498cbade1683852f4,Solve for x: 5x +1 = -29,Solve for x: 5x +1 = -29,1,KS3_bank_ok_10000.jsonl:ks3_linear_equations_basic_931810079e:stem
it-CH,4cff2dad85cd67f035c7f212c1ca138db8f7729f3d01f512ed58f80f6c233caf,Solve for x: 5x +1 = -34,Solve for x: 5x +1 = -34,1,KS3_bank_ok_10000.jsonl:ks3_linear_equations_basic_abd32ea93b:stem
it-CH,d39680b5e5a5157cd11e1f849e8e6093ea2cacba0712450c31a6294f11d3bbbe,Solve for x: 5x +1 = -9,Solve for x: 5x +1 = -9,1,KS3_bank_ok_10000.jsonl:ks3_linear_equations_basic_8776e15c92:stem
it-CH,a4f326f1bae930bd39e6f68c4b29df5aeef34bf174497965f3b12fa856631749,Solve for x: 5x +1 = 21,Solve for x: 5x +1 = 21,1,KS3_bank_ok_10000.jsonl:ks3_linear_equations_basic_f13ec4d86b:stem
it-CH,644ceb7aeecf7878de9c4917ba656e6e1415b50579ddcd383b46739049589539,Solve for x: 5x +1 = 26,Solve for x: 5x +1 = 26,1,KS3_bank_ok_10000.jsonl:ks3_linear_equations_basic_8ef52c05e1:stem
it-CH,c0b2ce8f750490abeb78f1b4a2038a0157792f63051100da87581d12f6a4bfb6,Solve for x: 5x +1 = 46,Solve for x: 5x +1 = 46,1,KS3_bank_ok_10000.jsonl:ks3_linear_equations_basic_eed5f7f10f:stem
it-CH,5cffdc18bea30354300022776149fef9cdced404db0b4e0acf096cf15bf19df7,Solve for x: 5x +1 = 51,Solve for x: 5x +1 = 51,1,KS3_bank_ok_10000.jsonl:ks3_linear_equations_basic_026ab56540:stem
it-CH,a28a32b6c82f2260412847d4fee071c4fd100d425e52572537705694d52db886,Solve for x: 5x +1 = 6,Solve for x: 5x +1 = 6,1,KS3_bank_ok_10000.jsonl:ks3_linear_equations_basic_a82593321e:stem
it-CH,e53c4eca3089a93dee53ea6560ce7df81df265f51b06f4567a1267bd25a6153c,Solve for x: 5x +10 = -20,Solve for x: 5x +10 = -20,1,KS3_bank_ok_10000.jsonl:ks3_linear_equations_basic_4c2c68d90d:stem
it-CH,06c3a70cbf252c3df3f6f2d0c8b8e2d3f167f3bd17797f5f699371beaddfd6d7,Solve for x: 5x +10 = -25,Solve for x: 5x +10 = -25,2,KS3_bank_ok_10000.jsonl:ks3_linear_equations_basic_5479ef6295:stem | KS3_bank_ok_10000.jsonl:ks3_linear_equations_basic_bfdcbab5d2:stem
it-CH,ee6b7fd1958bd88f89bd501817f0f7ec14389fd10d02b9ad5dda5d71916e135c,Solve for x: 5x +10 = -5,Solve for x: 5x +10 = -5,1,KS3_bank_ok_10000.jsonl:ks3_linear_equations_basic_cb1c0a79cc:stem
it-CH,2c90fc70d46ad342410387fe67e337210f9f2f65ad72eb3e644c588ced331f86,Solve for x: 5x +10 = 10,Solve for x: 5x +10 = 10,2,KS3_bank_ok_10000.jsonl:ks3_linear_equations_basic_6f7478eda5:stem | KS3_bank_ok_10000.jsonl:ks3_linear_equations_basic_69f6718455:stem
it-CH,4a2a3ea3185e860a3bd4d77c9e777015c01d9322ded62f480ce759c39d9bc758,Solve for x: 5x +10 = 15,Solve for x: 5x +10 = 15,1,KS3_bank_ok_10000.jsonl:ks3_linear_equations_basic_0ddb8d095e:stem
it-CH,bf24a1b6787281d8b1d955577fed9f73402d03317b20b3e521a08d0655596f3c,Solve for x: 5x +10 = 30,Solve for x: 5x +10 = 30,1,KS3_bank_ok_10000.jsonl:ks3_linear_equations_basic_2798b10384:stem
it-CH,a0695475195268f37b848c2912ad7de5c3d9fd949dedadfa8663aef01800e72a,Solve for x: 5x +10 = 50,Solve for x: 5x +10 = 50,1,KS3_bank_ok_10000.jsonl:ks3_linear_equations_basic_2604bda078:stem
it-CH,df9a243a32209fd5a073c3fba16d41f0bd35f01c14a6710e241bdcfc4848cf90,Solve for x: 5x +10 = 55,Solve for x: 5x +10 = 55,1,KS3_bank_ok_10000.jsonl:ks3_linear_equations_basic_0661edacef:stem
it-CH,3ffe3ed6d64fdab1f571633e2be3ae771a98ffcfc3bbc33941525c1d5dd0f9f8,Solve for x: 5x +11 = -14,Solve for x: 5x +11 = -14,1,KS3_bank_ok_10000.jsonl:ks3_linear_equations_basic_51b709f9f6:stem
it-CH,9bf5b07f35f702a9feeedc276e161c42db8c24c3af1888dd249a7abff62926a4,Solve for x: 5x +11 = -24,Solve for x: 5x +11 = -24,1,KS3_bank_ok_10000.jsonl:ks3_linear_equations_basic_a3fb720149:stem
it-CH,a6e363689e56ed6761e823dfeb697f7a4b0add097a3e3ed32da1effa93b36396,Solve for x: 5x +11 = 11,Solve for x: 5x +11 = 11,2,KS3_bank_ok_10000.jsonl:ks3_linear_equations_basic_38ef7f4b38:stem | KS3_bank_ok_10000.jsonl:ks3_linear_equations_basic_5268bfcf3e:stem
it-CH,4cc8ec524ea94935a8c33f3e07503828cc9e1a47885a3d7b85b64a1c927dd4cd,Solve for x: 5x +11 = 21,Solve for x: 5x +11 = 21,2,KS3_bank_ok_10000.jsonl:ks3_linear_equations_basic_157ddd777d:stem | KS3_bank_ok_10000.jsonl:ks3_linear_equations_basic_65a272aee4:stem
it-CH,f88505a6a68817eed811cce5e2a2dfb3d65df2e8dbcdf0e9b78d1af121fe40fd,Solve for x: 5x +11 = 31,Solve for x: 5x +11 = 31,1,KS3_bank_ok_10000.jsonl:ks3_linear_equations_basic_b2963600d0:stem
it-CH,e701693d30a5821a6e106f7142e7e72371930e58bb0df6b792d083b0466c47f4,Solve for x: 5x +11 = 36,Solve for x: 5x +11 = 36,1,KS3_bank_ok_10000.jsonl:ks3_linear_equations_basic_5fa1147242:stem
it-CH,4698f040842a593940d7e408610c94fbfbad0b7a90e1640d022ccdca44494ab1,Solve for x: 5x +11 = 46,Solve for x: 5x +11 = 46,1,KS3_bank_ok_10000.jsonl:ks3_linear_equations_basic_227d2c848e:stem
it-CH,eb3907150ae00555e403c2e4fd08a28790a489255fd340689243242862d839f0,Solve for x: 5x +11 = 51,Solve for x: 5x +11 = 51,1,KS3_bank_ok_10000.jsonl:ks3_linear_equations_basic_6e138f1ffb:stem
it-CH,920b566f7f62ce83f8f371a1923b23c296f8c1c38c2d58e16af20401a4c7957c,Solve for x: 5x +11 = 56,Solve for x: 5x +11 = 56,1,KS3_bank_ok_10000.jsonl:ks3_linear_equations_basic_1cdd8d136f:stem
it-CH,5022161f21adf7886a5bef715812d9f17a95ffc0dc033ba4d8a115f16e1d3d16,Solve for x: 5x +12 = -28,Solve for x: 5x +12 = -28,1,KS3_bank_ok_10000.jsonl:ks3_linear_equations_basic_54cd12c6e7:stem
it-CH,527c03125dca34cabb8310c3b1ae8087501863d4d67c67b15ecebe2083e42e5e,Solve for x: 5x +12 = -3,Solve for x: 5x +12 = -3,1,KS3_bank_ok_10000.jsonl:ks3_linear_equations_basic_33a35d8d51:stem
it-CH,8a3d7fe8c438dbc5618b72053fac9cf6fe2624c8969728c396e5af621e88d5e2,Solve for x: 5x +12 = -8,Solve for x: 5x +12 = -8,1,KS3_bank_ok_10000.jsonl:ks3_linear_equations_basic_1148148520:stem
